customer_id,customer_name,product_name,unit_price,quantity,purchase_date
110,Jonathan Bradshaw,Natureland Organics Yellow Toor/Arhar Dal (Harada Dali) (Split)  (1 kg),206,3,2024-04-23
115,Bryan King,TANG Instant Drink Mix Orange  (750 g),216,4,2024-04-23
181,Lauren Craig,MTR Vermicelli 400 g (Roasted)  (Roasted),57,1,2024-04-23
457,Eric Jones,lalji Khatta Meetha (Khata Meetha)  (400 g),235,2,2024-04-23
270,Anthony Berry,"Nescafe Sunrise Instant Coffee  (50 g, Chicory Flavoured)",108,1,2024-04-23
171,Joseph Hooper,TOP RAMEN Yummy Masala Instant Noodles Vegetarian  (480 g),112,1,2024-04-23
120,Heather Snyder,Tata Sampann 100% Chana Dal Fine Besan  (1 kg),100,2,2024-04-23
304,Susan Maldonado,"Saffola Honey Active, Made with Sundarban Forest Honey, 100% Pure  (Combo Pack 1 + 1 Free, 400 g each)  (350 g)",225,4,2024-04-23
457,Eric Jones,Center Fruit Tennis Ball Shape Pineapple Chewing Gum  (67.2 g),43,3,2024-04-23
229,Randy Rodriguez,"Limca Lime n Lemoni Soft Drink, PET Bottle  (750 ml)",35,3,2024-04-23
84,Natasha Pierce,Delish by Flipkart Banana Chips  (170 g),160,1,2024-04-23
108,Jeffrey Ford,EPIGAMIA Turbo Vanilla Caramel Protein Milkshake,150,4,2024-04-23
440,Patricia Wilson,Dabur Hommade Coconut Milk  (200 ml),64,3,2024-04-23
114,Michelle Brown,Catch Jeera Powder (Jeera gunda)  (100 g),135,2,2024-04-23
253,Rachel Miranda,Cintu Kofilik caramel coffee Candy  (792 g),158,1,2024-04-23
386,Caitlin Hernandez,Maggi Special Masala Instant Noodles Vegetarian  (280 g),76,2,2024-04-23
257,Aimee Kelly,Bagrry's Choco Fills+ with 5 Grain Goodness | Ragi Advantage Box  (250 g),112,3,2024-04-23
70,Scott Estrada,Classic Kitchen King Masala Powder by Flipkart Grocery (Pariba masala)  (100 g),100,2,2024-04-23
340,Melanie Ayala,FIGARO Extra Virgin Olive Oil Plastic Bottle  (250 ml),393,3,2024-04-23
384,Carrie Cobb,Eco Valley Quick Cooking Hearty Oats Pouch  (1 kg),133,3,2024-04-23
300,Logan Parker,"Saffola Masala Oats, Tasty Evening , Healthy Snack, Classic Masala Pouch  (500 g)",169,1,2024-04-23
458,Richard Melendez,Kissan Tomato Ketchup  (1.1 kg),108,4,2024-04-23
181,Lauren Craig,Natureland Organics Wheat Suji  (500 g),42,4,2024-04-23
71,Teresa Bailey,Hajmola Anardana  (120 pieces),64,2,2024-04-23
292,Sarah Howell,Farmley Premium Fard Dates (Khajuri)  (400 g),169,1,2024-04-23
142,Andrew Solomon,Catch Coriander/Dhaniya Powder (dhania gunda)  (100 g),28,4,2024-04-23
130,Angela Booker,zoff Coriander/Dhaniya Powder (dhania gunda)  (200 g),41,4,2024-04-23
400,Deanna House,PARLE Rol.a.Cola Candy  (100 g),18,4,2024-04-23
269,Isaac Clark,Dabur Honey  (250 g),114,2,2024-04-23
197,William Greene,WeiKFiELD Chilli Vinegar  (200 g),45,3,2024-04-23
43,Julia Lewis,"Happilo Deluxe Kashmiri Walnuts, Kernels (Akhrot)  (190 g)",284,4,2024-04-23
158,Mary Salinas,NESTLE Gold Crunchy Corn and Oat Flakes Pouch  (850 g),268,4,2024-04-23
416,William Dougherty,Catch Premium Pink Rock Salt (Pothoro Lunno)  (1 kg),130,1,2024-04-23
368,Kevin Romero,zoff Garam Masala (Garam Masala Powder)  (50 g),37,4,2024-04-23
261,Lindsay Anderson,Natureland Organics Yellow Toor/Arhar Dal (Harada Dali) (Split)  (1 kg),206,1,2024-04-23
158,Mary Salinas,Classic Chana Dal (Buta Dali) (Split) by Flipkart Grocery  (1 kg),160,3,2024-04-23
451,Emily Johnson,Real Fruit Juice Mixed  (1 L),103,1,2024-04-23
14,Eric Jones,Taaza Tea (Regular Tea),218,4,2024-04-23
446,Jason Chapman,Fortune Kachi Ghani Mustard Oil Plastic Bottle (Sorisa Tela)  (500 ml),65,1,2024-04-23
153,Heather Conway,Organic Tattva Brown Chana (Whole)  (500 g),120,2,2024-04-23
226,Brenda Mcclain,"BRITANNIA Good Day Chocochips Cookies  (400 g, Pack of 4)",140,2,2024-04-23
264,Brittany Blackwell,RiteBite Max Protein Daily Choco Berry Bars 300g Box  (6 x 50 g),360,1,2024-04-23
444,Ralph Thomas,Sona Masoori Rice (Sona Masoori Chaulo) (Steam)  (5 kg),314,2,2024-04-23
459,Melissa Cardenas,RiteBite Max Protein Peanut Spread - Choco Creamy 340 g (Sandwich Spread),164,2,2024-04-23
187,Joyce Webb,INDIA GATE Tibar Basmati Rice (Basmati chaula) (Long Grain)  (1 kg),139,1,2024-04-23
442,Ashley Haas,RiteBite Max Protein Daily Choco Berry Bars 300g Box  (6 x 50 g),360,4,2024-04-23
395,David Chaney,Tetley Classic Green Tea Bags Box  (100 Bags),418,4,2024-04-23
359,Joel Hensley,Bolas Black Raisins Raisins (Kishmish)  (250 g),152,2,2024-04-23
116,David Hamilton,UNIBIC Snappers Potato Indi Spice Crackers  (300 g),150,1,2024-04-23
285,Kelsey Tucker,Cadbury Bournville Rich Cocoa Dark Chocolate Bars  (31 g),47,1,2024-04-23
163,Ethan Bradley,Rasna Instant Orange  (750 g),123,1,2024-04-23
441,Jesse Perez PhD,Flipkart Supermart Tasty Crispy Masala Coated Peanuts (Masala Chinabadam)  (400 g),192,1,2024-04-23
249,Wanda Garza,Flipkart Supermart Food Essentials Premium Tea Pouch (Regular Tea)  (250 g),120,4,2024-04-23
114,Michelle Brown,Maggi 2 Minute Special Masala Instant Noodles Vegetarian  (12 x 70 g),182,1,2024-04-23
91,Nancy Garcia,Cadbury Dairy Milk Home Treats Chocolate Bars  (119 g),111,1,2024-04-23
101,Robert Byrd,Catch Amchur Powder (Amchoor Powder)  (100 g),63,4,2024-04-23
464,Mark Roberts,Snapin Oregano  (20 g),65,4,2024-04-23
229,Randy Rodriguez,Tata Tea Gold Aromatic Tea Pouch (Regular Tea)  (250 g),117,2,2024-04-23
51,Carrie Mosley,Organic Tattva Peanut (China Badam) (Whole)  (500 g),128,3,2024-04-23
44,Brenda Brewer,ProV Californian Inshell Walnut Walnuts (Akhrot)  (500 g),616,3,2024-04-23
435,Bruce Ritter,INDIA GATE Mini Mogra Basmati Rice (Basmati chaula)  (5 kg),305,4,2024-04-23
481,Tonya Jones,"Chupa Chups Long Tubes, Strawberry Flavour, Soft Candy Strawberry & Watermelon Candy  (80 g)",47,2,2024-04-23
169,Anna Case,"Kellogg's Fruit Nut & Seeds, 12-in-1 Power Breakfast, IndiaNo.1 Muesli Cereal Pouch  (750 g)",377,3,2024-04-23
29,Richard Donovan,"Farmley Berry Mix Cranberries, Blueberry, Strawberries, Black Currant, Goji Berries, Kiwi, Mango, Raisins  (200 g)",260,2,2024-04-23
393,Amy Williams,"Tata Sampann Rava Dosa Mix, Ready to Cook Mix, Crispy & Tasty Dosa 500 g",140,4,2024-04-23
97,Mark Davis,EMAMI Healthy & Tasty Refined Sunflower Oil Can (Surjyamukhi Tela)  (5 L),651,4,2024-04-23
61,Robert Villa,Mayurank Foods Matar Dal (Motoro Dali) (Split)  (500 g),60,3,2024-04-23
251,Stephanie Holland,Vicks Cough Drops Ginger Toffee  (36 g),19,4,2024-04-23
187,Joyce Webb,Flipkart Supermart Durum Wheat Semolina Fusilli Pasta  (400 g),120,4,2024-04-23
21,Jeremy White,UNIBIC Double Choco Chip Cookies  (75 g),100,1,2024-04-23
91,Nancy Garcia,Kalbavi Popular W450 Cashews (Kaju)  (500 g),319,4,2024-04-23
46,Philip Huerta,Fortune Soya Chunks  (1 kg),134,2,2024-04-23
155,Walter Guerrero,TOP RAMEN Yummy Masala Instant Noodles Vegetarian  (480 g),112,4,2024-04-23
160,Alexander Lewis,BRITANNIA Winkin Cow Vanillicious Thick Milk Shake  (Vanilla),29,2,2024-04-23
262,Jim Nolan,Sofit Soya Drink Chocolate  (180 ml),24,3,2024-04-23
374,Timothy Lopez,Organic Tattva Chana Dal (Buta Dali) (Split)  (1 kg),155,4,2024-04-23
426,Zachary Griffin,Gowardhan Pure Cow Ghee 1 L Plastic Bottle (Ghio),674,1,2024-04-23
235,Holly Jordan,"Sting Energy Drink  (250 ml, Red, Unflavoured Flavored)",16,2,2024-04-23
17,Sarah Lewis,"Farmley Premium Seeds 800g, Combo Pack Of 4(Each 200g) Chia Seeds, Brown Flax Seeds, Pumpkin Seeds, Sunflower Seeds  (800 g, Pack of 4)",437,2,2024-04-23
399,Chelsea Rice,MTR Vermicelli Payasam 180 g,72,1,2024-04-23
201,Rachel Mathews,DHAMPURE Sulphurless Sugar (White Sugar)  (500 g),26,3,2024-04-23
75,James Collins,Natureland Organics Brown Chana (Whole)  (500 g),103,3,2024-04-23
131,Natalie Brown,Milky Mist Plain Processed cheese Block  (200 g),110,3,2024-04-23
232,Kyle Jones,Amul Kool  (Badam),2,3,2024-04-23
99,Natasha Green,"PATANJALI Pure Danedar Cow Ghee with Rich Aroma, Natural & Healthy, Tetrapack Ghee 1 L Box (Ghio)",631,2,2024-04-23
21,Jeremy White,KOHINOOR Charminar Long Grain Rice (Orua Chaulo) (Long Grain)  (5 kg),404,3,2024-04-23
183,Kelly Richardson,Farmley Tangy Tomato Makhana Roasted In Olive Oil (Makhna)  (2 x 83 g),274,4,2024-04-23
37,Patricia Gould,Wrigleys Boomer Strawberry Chewing Gum  (18.6 g),10,1,2024-04-23
341,Benjamin Daniels,DNV Green Chilli Pickle (Acharo)  (400 g),120,3,2024-04-23
277,Marissa Davis,Bikano Besan Laddu Box  (400 g),137,3,2024-04-23
108,Jeffrey Ford,UNIBIC Sugar Free Butter Cookies  (75 g),46,2,2024-04-23
296,Laura Hall,Nikunj Supreme Tea Tea Pouch (Regular Tea)  (1 kg),224,4,2024-04-23
70,Scott Estrada,RiteBite Work-Out Choco Berry Bar Sachet  (50 g),60,4,2024-04-23
363,Franklin Mccoy,Classic Red Rajma (Whole) by Flipkart Grocery  (500 g),145,1,2024-04-23
144,Matthew Ramirez,zoff Kashmiri Chilli Powder (Lal lanka gunda)  (100 g),150,1,2024-04-23
469,James Alexander,Organic Tattva Super Grains Quinoa  (500 g),211,2,2024-04-23
488,Debra George,Real Fruit Juice - Cranberry  (1 L),130,3,2024-04-23
375,Dr. Tiffany Wilson,"Cadbury Dairy Milk Hazelnut, Roasted & Chocolate Coated Bites  (40 g)",69,1,2024-04-23
46,Philip Huerta,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds, Multigrain Cereal Pouch  (450 g)",361,3,2024-04-23
389,Edwin Nelson,Flipkart Supermart Bombay Mixture  (200 g),115,4,2024-04-23
5,Joyce Austin MD,Amul Plain Processed cheese Slices  (100 g),8,4,2024-04-23
236,Sue Beck,KARACHI BAKERY Fruit & Nut Cookies  (400 g),220,3,2024-04-23
231,Kendra Smith,DNV Poppy Seeds Poppy Seeds  (100 g),174,3,2024-04-23
306,Jane Patterson,Pepsi Plastic Bottle  (2.25 L),100,1,2024-04-23
123,Kathleen Hanna,Soyfit Garlic Pepper Tofu  (200 g),105,3,2024-04-23
130,Angela Booker,MOTHER DAIRY Pasteurised Cultured Butter  (500 g),256,1,2024-04-23
11,John Morris,Tata Sampann Toor/Arhar Dal (Harada Dali) (Split)  (5 kg),"1,022",4,2024-04-23
177,Erin Buchanan,"Kellogg's Corn Flakes Original, Power of Energy, Protein, Iron, Calcium & Vitamins Pouch  (1200 g)",351,4,2024-04-23
29,Richard Donovan,PARLE Hide and Seek Chocolate Chip Cookies  (200 g),45,2,2024-04-23
23,Stephanie Allen,"Fortune Mogra Basmati Rice (Basmati chaula) (Broken Grain, Raw)  (5 kg)",346,2,2024-04-23
175,Miranda Chambers,Knorr Manchow Soup  (11 g),10,3,2024-04-23
395,David Chaney,Manna Ethnic Foxtail Millet  (500 g),101,2,2024-04-23
195,Dennis Escobar,MTR Vermicelli 400 g (Roasted)  (Roasted),57,3,2024-04-23
324,Alison Cook,Agro Fresh Sooji (Suji)  (500 g),24,2,2024-04-23
374,Timothy Lopez,Flipkart Supermart Tutti Frutti Cookies  (200 g),130,4,2024-04-23
54,Cathy Miranda,"Saffola Peanut Butter, Creamy, High Protein , Only Jaggery, No Refined Sugar 850 g (Nut Butter)",254,3,2024-04-23
356,Zachary Cunningham,Delish by Flipkart Sweet Corn Soup Powder  (12 g),15,2,2024-04-23
287,Dr. Alan Everett,Nutralite Doodhshakti Pure|Made with Creamy Milk|Granular Texture|Rich Aroma Ghee 1 L Carton (Ghio),456,4,2024-04-23
309,Paul Cordova,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds, Multigrain Cereal Pouch  (450 g)",361,4,2024-04-23
471,Laura Nguyen,Kalbavi Popular W450 Cashews (Kaju)  (500 g),319,3,2024-04-23
279,Charles Johnson,Cadbury Gems Surprise Chocolate Crackles  (15.8 g),38,1,2024-04-23
42,Michelle Long,"Maggi 2-Minute Masala , Easy to Make Instant Noodles Vegetarian  (12 x 70 g)",151,4,2024-04-23
172,Mrs. Selena Wheeler,EPIGAMIA Turbo Cookies & Cream Protein Milkshake,150,2,2024-04-23
323,Brandon Stevenson,Nestle Everyday Dairy Whitener Milk Powder  (400 g),238,2,2024-04-23
252,Marc Wood,EPIGAMIA Cookies & Cream Milkshake,52,2,2024-04-23
128,Lauren Vazquez,Too Yumm! Veggie Stix Sour Cream and Onion Chips  (10 g Extra in Pack)  (65 g),28,3,2024-04-23
187,Joyce Webb,Madhuban Lollypolly Flavoured Mango Candy  (100 g),18,4,2024-04-23
492,Cole Clark,Classic Green Moong Dal (Muga Dali) (Split/Chilka) by Flipkart Grocery  (1 kg),141,3,2024-04-23
133,Phillip Warner,Nutraj (Khojuri) (Chuara - Kharek) Dry Dates  (500 g),207,3,2024-04-23
173,Erica Zamora,Mayurank Kabuli Chana (Kabuli Buta) (Whole)  (500 g),109,1,2024-04-23
380,Samantha Short,GALAXY Smooth Milk Chocolate Bars  (56 g),65,4,2024-04-23
401,Taylor Holt,"Utkal's Kasper HMT Rice (Full Grain, Steam)  (10 kg)",667,1,2024-04-23
47,Angela Williamson,PARLE Hide and Seek Black Bourbon Choco Cream Sandwich  (300 g),150,2,2024-04-23
392,Michelle Rodgers,Super Sarvottam Physically refined Rice Bran Oil Pouch  (1 L),114,2,2024-04-23
346,Kelly Coleman,Classic Moong Dal (Muga Dali) (Whole) by Flipkart Grocery  (2 kg),266,4,2024-04-23
411,Jessica Grant,Fortune Thick Poha (Chuda)  (0.5 kg),39,4,2024-04-23
459,Melissa Cardenas,PARLE Melody Chocolaty Toffee  (371.45 g),100,3,2024-04-23
189,Mr. Antonio Brady DDS,Doublemint Chewymint Tube Peppermint Mouth Freshener  (30.4 g),41,1,2024-04-23
226,Brenda Mcclain,Flipkart SmartBuy CTC Tea Pouch (Regular Tea)  (1 kg),130,1,2024-04-23
325,Michael Simmons,lalji Aloo Bhujia  (400 g),235,1,2024-04-23
222,Jennifer Padilla,ACT II Barbeque Popcorn  (106 g),40,1,2024-04-23
295,Mrs. Felicia Dunn MD,Lawrence Mills Corn flakes Pouch  (500 g),135,2,2024-04-23
434,Ricky Wolf,Saffola Soya Chunks  (200 g),39,2,2024-04-23
320,Corey Lee,Unity From The House of India Gate - Dubar Basmati Rice (Basmati chaula) (Medium Grain)  (5 kg),429,3,2024-04-23
309,Paul Cordova,Orbit Sugarfree Pot Mixed Fruit Chewing Gum  (22 g),43,3,2024-04-23
414,Chad Brown,Amulya Dairy Whitener Semi Skimmed Milk Powder  (500 g),227,4,2024-04-23
337,Julie Hughes,Catch Sprinklers Chat Masala (Chaat Masala)  (100 g),74,1,2024-04-23
371,April Fuentes,RUCHI Kashmiri Chilly Powder  (100 g),120,4,2024-04-23
109,Billy Barron,HERSHEY'S Cookies N Creme Flavored Milkshake | Enriched with Calcium  (180 ml),26,4,2024-04-23
126,Jade Mayo,Alpenliebe Gold Cream Strawberry Toffee  (324 g),105,3,2024-04-23
427,Jennifer Butler,Catch Red Chilli Powder (Lal lanka gunda)  (100 g),45,4,2024-04-23
68,Luke Baldwin,Nescafe Gold Rich and Smooth Coffee Powder Glass Jar Instant Coffee  (90 g),495,1,2024-04-23
210,Kathy Taylor,Wai Wai Dynamite Extra Spicy Tama Noodles Instant Noodles Vegetarian  (100 g),39,1,2024-04-23
32,Audrey Evans,BRITANNIA Nutri Choice High Fibre Biscuits Digestive  (250 g),6,2,2024-04-23
6,Xavier Johnson,Anytime Hakka Noodles Vegetarian  (450 g),145,2,2024-04-23
415,Dylan Allen,lalji All in One (Mixture)  (400 g),235,1,2024-04-23
413,Lauren Silva,"HERSHEY'S Genuine Chocolates  (623 g, Pack of 1)",218,4,2024-04-23
492,Cole Clark,RiteBite Max Protein Daily Choco Berry Bars 300g Box  (6 x 50 g),360,1,2024-04-23
408,Isaac Cowan,Organic Tattva Chana Dal (Buta Dali) (Split)  (1 kg),155,4,2024-04-23
148,Allen Curry,zoff Kala Jeera (Gota jeera) (Siah Jira)  (50 g),105,3,2024-04-23
266,Richard Walsh,RUCHI Curry Powder  (100 g),59,4,2024-04-23
355,Elizabeth Kirby,Bingo Mad Angles Tomato Madness Chips  (66 g),17,3,2024-04-23
212,Monica Lozano,UNIBIC Yummy Strawberry Wafers  (75 g),22,3,2024-04-23
438,Jason Campbell,Tetley Classic Green Tea Bags Box  (100 Bags),418,4,2024-04-23
104,Vanessa Gonzalez,Del Monte Tomato Sweet and Spicy Ketchup  (800 g),125,3,2024-04-23
269,Isaac Clark,Lay's American Style Cream and Onion Chips  (3 x 90 g),108,3,2024-04-23
240,Melissa Medina,ProV Premium Pecan Nut Pecans (Pine Nuts)  (250 g),486,3,2024-04-23
417,Mr. Anthony Peterson,OM KAJU Budget Cashews  (500 g),306,3,2024-04-23
143,Ryan Erickson,Yogabar Yo Chos Pouch  (345 g),130,1,2024-04-23
452,Amy Juarez,Tropicana Mango Delight Fruit Beverage  (1 L),102,4,2024-04-23
197,William Greene,"Tata Sampann Kitchen King Masala with Natural Oils, Crafted by Chef Sanjeev Kapoor (Pariba masala)  (100 g)",61,3,2024-04-23
208,Jessica Richardson,INDIA GATE Mini Mogra Basmati Rice (Basmati chaula)  (10 kg),593,1,2024-04-23
493,James Cruz,Classic Corn Flour by Flipkart Grocery (Moka ro otta)  (200 g),18,4,2024-04-23
18,Erika Collins,Agrilite USNA Parmal Boiled Rice (Futa chaula) (Medium Grain)  (5 kg),276,1,2024-04-23
459,Melissa Cardenas,"Farmley Berry Mix Cranberries, Blueberry, Strawberries, Black Currant, Goji Berries, Kiwi, Mango, Raisins  (200 g)",260,2,2024-04-23
474,Victoria Torres,Orbit Sugarfree Tube Spearmint Chewing Gum  (22 g),35,1,2024-04-23
442,Ashley Haas,Tata Sampann Turmeric Powder With Natural Oils  (500 g),134,2,2024-04-23
383,Aaron Hodge,Bikano Shahi (Mixture)  (25% Extra in Pack)  (400 g),108,1,2024-04-23
198,Jerome Joseph,zoff Turmeric Powder  (200 g),100,2,2024-04-23
283,Nancy Wood,PREMIUM Cow Ghee 1 L Tetrapack by Flipkart Grocery (Ghio),540,4,2024-04-23
140,Michelle Reynolds,Annapurna Desi Ghee 1 L Box (Ghio),518,4,2024-04-23
454,Mr. Nicholas Smith MD,PARLE Magix Chocolate Cream Sandwich  (183.6 g),27,4,2024-04-23
238,Laura Gomez,Nutralite Premium|Enriched with Vitamins and Omega 3|Naturally Cholesterol-free Fat Spread  (100 g),44,2,2024-04-23
65,Robert Rodriguez,TOP RAMEN Curry Instant Noodles Vegetarian  (280 g),100,2,2024-04-23
428,Brian Odom,INDIA GATE Tibar Basmati Rice (Basmati chaula) (Long Grain)  (1 kg),139,1,2024-04-23
238,Laura Gomez,"Sunfeast YiPPee! Instant Treat, Masala Spirali Pasta  (65 g)",21,2,2024-04-23
264,Brittany Blackwell,Tetley Lemon and Honey Green Tea Bags Box  (100 Bags),450,2,2024-04-23
230,George Rogers,"Cadbury Bournvita Chocolate Nutrition Drink, 1.5 kg Container  (2 x 750 g)",602,2,2024-04-23
207,David Morris,"Kellogg's Chocos Variety Pack of 7 with Whole Grain, Breakfast Cereal for Kids Bag  (7 x 21.86 g)",59,1,2024-04-23
239,Michael Hartman,Beyond Snack Kerala Banana Peri Peri Chips  (10 g Extra in Pack)  (75 g),44,1,2024-04-23
399,Chelsea Rice,Chupa Chups Bites Mixed Fruit Sour Candy  (61.6 g),3,2,2024-04-23
73,Paula Garcia,"Junior Horlicks Nutrition Drink Vanilla,Jar, Children's health drink  (500 g)",283,2,2024-04-23
475,Rhonda Moore,Sublabh Gold Super Premium Baskati Rice  (10 kg),651,3,2024-04-23
49,Stacie Brock,Classic Urad Gota (Gota Biri Dali) (Whole) by Flipkart Grocery  (2 kg),307,2,2024-04-23
110,Jonathan Bradshaw,Cadbury Dairy Milk Fruit and Nut Chocolate Bars  (80 g),71,3,2024-04-23
238,Laura Gomez,Catch Amchur Powder (Amchoor Powder)  (100 g),63,1,2024-04-23
298,Kelly Carter,Farmley Premium Pumpkin Seeds  (200 g),201,2,2024-04-23
268,George Rodriguez,Delish by Flipkart Roasted Peri Peri Flavored Makhan (Makhna)  (90 g),140,4,2024-04-23
39,Jeremy Mejia,GINNI Dilkush Tea Pouch (Regular Tea)  (500 g),104,3,2024-04-23
364,Stacey Guzman,Snapin Chilli Flakes  (35 g),56,2,2024-04-23
248,Juan Ferguson,Flipkart Supermart Andhra Mixture  (200 g),115,2,2024-04-23
262,Jim Nolan,Go Plain Processed cheese Slices  (200 g),102,4,2024-04-23
200,Danny Bowers,Yogabar Yo Chos Pouch  (345 g),130,4,2024-04-23
440,Patricia Wilson,Flipkart Supermart Green Chilli Sauce  (190 g),29,1,2024-04-23
251,Stephanie Holland,Flipkart Supermart Spaghetti Pasta  (500 g),178,4,2024-04-23
303,Aaron Nolan,PARLE Monaco Classic Cheeselets  (300 g),100,2,2024-04-23
69,Carla Taylor MD,Agro Fresh Whole Wheat Atta (Whole-Gehuro otta)  (10 kg),351,2,2024-04-23
462,Brett Rollins,Nutraj Round Kishmish Raisins  (500 g),127,1,2024-04-23
66,Scott Taylor,Cintu Milk Eclairs Container Milk Toffee  (1080 g),210,4,2024-04-23
230,George Rogers,Flipkart Supermart Butter Murukku (Muruku)  (200 g),102,4,2024-04-23
391,Daniel Campos,sprite Carbonated Water Can  (300 ml),34,3,2024-04-23
470,Thomas Carroll,BRITANNIA Nutri Choice High Fibre Biscuits Digestive  (250 g),6,1,2024-04-23
364,Stacey Guzman,EMAMI Healthy & Tasty Refined Sunflower Oil Can (Surjyamukhi Tela)  (5 L),651,3,2024-04-23
476,John Hampton,"Kwality Choco Fills, 0% Maida, Filled With Rich Chocolate Breakfast Cereals for kids Pouch  (90 g)",39,3,2024-04-23
303,Aaron Nolan,Classic by Flipkart Grocery Bold Sugar (White Sugar)  (5 kg),286,1,2024-04-23
157,Steven Cobb,Sunfeast Mom's Magic Cashew and Almonds Cookies  (584 g),130,1,2024-04-23
450,Yvonne Crawford,Nutraj Anmol Medjool Dates (Khajuri)  (500 g),660,3,2024-04-23
104,Vanessa Gonzalez,RUCHI Coriander Power  (250 g),61,1,2024-04-23
405,Jill Garcia,Apis Mixed Fruit Jam 1 kg,128,4,2024-04-23
204,Laura Andrade,Sunfeast YiPPee! Sour Cream Onion Pasta  (65 g),23,4,2024-04-23
92,Donna Sampson,Tetley Refreshing Pure Original Green Tea Box  (250 g),318,1,2024-04-23
306,Jane Patterson,zoff Fennel (Pana Madhuri)  (100 g),100,2,2024-04-23
355,Elizabeth Kirby,Delish by Flipkart Roasted Pudina Flavored Makhana (Makhana Bhoja)  (90 g),107,3,2024-04-23
476,John Hampton,Orbit Sugarfree Pot Mixed Fruit Chewing Gum  (22 g),43,2,2024-04-23
312,Tracy Garcia,Cadbury Nutties Chocolate Pack Crackles  (30 g),39,2,2024-04-23
114,Michelle Brown,D'lecta Salty Mozzarella cheese Block  (200 g),135,3,2024-04-23
218,Derrick Hendricks,DORITOS Sweet Chilli Nachos  (75 g),38,2,2024-04-23
499,Brian Martin,Dalda Kachi Ghani Mustard Oil Pouch (Sorisa Tela)  (1 L),127,2,2024-04-23
252,Marc Wood,Classic Figs by Flipkart Grocery (Dimiri)  (200 g),265,4,2024-04-23
95,Nicholas Navarro,MDH MEAT KA MASALA (Meat Masala)  (100 g),76,3,2024-04-23
322,Willie Ramos,EPIGAMIA Belgian Chocolate Milkshake,52,3,2024-04-23
270,Anthony Berry,Mountain Dew Soft Drink PET Bottle  (750 ml),31,2,2024-04-23
461,Mr. Marcus Butler MD,Soyfit Garlic Pepper Tofu  (200 g),105,3,2024-04-23
145,Sandra Chase,Mayurank Red Rajma (Whole)  (500 g),103,2,2024-04-23
254,Andrea Ortiz,PRABHUJI PURE FOOD Besan Laddu Box  (336 g),240,2,2024-04-23
5,Joyce Austin MD,"Maggi 2-Minute Masala Noodles, Easy to Make Instant Noodles Vegetarian  (280 g)",5,3,2024-04-23
334,Julie Willis,Sundrop Duo Peanuts filled Biggie bar Chocolate Bars  (20.5 g),10,3,2024-04-23
103,James Schmidt,Bagrry's Corn Flakes Plus Original & Healthier (with Fibre Power) Pouch  (80 g Extra in Pack)  (800 g),199,3,2024-04-23
490,Erik Bates,LION Desert King Refill Dates (Khajuri)  (500 g),227,2,2024-04-23
261,Lindsay Anderson,Delish by Flipkart Banana Chips  (170 g),160,3,2024-04-23
161,Terry Russell,"Tata Sampann Chicken Masala with Natural Oils, Crafted by Chef Sanjeev Kapoor  (100 g)",81,4,2024-04-23
137,Veronica Young,Classic Yellow Moong Dal (Muga Dali) (Split) by Flipkart Grocery  (1 kg),139,4,2024-04-23
